Student_ID,Age,Gender,Study_Hours_Per_Week,Attendance_Rate,Sleep_Hours,Extracurricular_Activities,Internet_Access,Parental_Education,Previous_Score,Midterm_Score,Final_Score,Grade_Category
STU_0030,17,Male,10.12308972567872,78.56380637814016,5.406553600069088,No,No,Master,50.58471462567317,52.43695135298413,45.869986546918426,F
STU_0031,17,Male,17.863704780203598,98.53996963550352,6.070502473079403,No,Yes,Bachelor,88.76397425828077,62.66780943456469,74.02885894931337,C
STU_0032,16,Female,7.386030828492275,80.76129120518195,4.180623233267914,Yes,Yes,High School,72.50561919646091,59.00106136101556,54.28541984042079,F
STU_0033,18,Male,5.903416743232045,87.10169069835813,9.768953947444672,No,Yes,High School,47.86479170228218,80.63823755788846,56.52730255314493,F
STU_0034,18,Female,9.730820120418796,72.47455431667532,8.00720744020488,Yes,Yes,Master,85.96942609496668,57.37496228024362,52.02804314137576,F
STU_0035,20,Male,38.70902890562108,90.9596551261105,9.599230526555838,Yes,Yes,High School,95.94663870264105,74.6319847853537,80.21426513875525,B
STU_0036,20,Female,24.233533756325592,90.9168592750446,5.592978444574434,No,Yes,High School,96.83841395421773,43.953529901918365,70.09297598306767,C
STU_0037,20,Female,38.8037756403627,80.85184190616556,7.668781667353965,Yes,Yes,Bachelor,62.141063944670364,51.47734940179086,77.66942792844748,C
STU_0038,17,Male,20.13742574155462,99.04055293116855,8.070999809755827,Yes,No,Associate,48.131012413645244,64.44431629668092,62.74164351875278,D
STU_0039,18,Male,15.913564657984086,65.02200859050613,5.905298201545531,Yes,Yes,Master,71.10397759798391,96.21695523452172,75.20760489933693,C
STU_0040,18,Male,22.714965199408542,60.67790659558324,9.08865541009378,No,Yes,Bachelor,46.75655376095324,62.635119142941726,53.794070086668505,F
STU_0041,15,Male,20.382909102151856,90.80632847028383,9.682968777401488,No,No,High School,96.03924511075704,79.84444727199005,71.33610844958947,C
STU_0042,17,Non-binary,8.698263949161037,92.28622149459531,9.309130706176026,No,Yes,Master,51.01477764130876,55.30523334528389,51.439316256656106,F
STU_0043,19,Male,27.42892101415722,64.80828916482305,8.434401855636235,No,Yes,High School,55.16595159706984,47.6220145583939,58.440180403758205,F
STU_0044,17,Female,12.561336387835986,70.62331331834424,5.664788078349725,Yes,Yes,Associate,64.39819161309822,43.51219600480301,53.3288057352825,F
STU_0045,19,Male,26.685578421424037,60.70209453466516,5.689696252633791,No,No,Associate,62.989868113547544,58.32480991256508,58.37520519916017,F
STU_0046,15,Female,27.75703823393537,71.73234443122259,9.780161922676228,No,Yes,High School,87.67977354387334,49.45966160781448,74.37857193688954,C
STU_0047,16,Female,10.320869859502684,90.92567495674686,4.061706975614152,No,No,Associate,67.37900923305774,50.44062688096745,64.36836210941944,D
STU_0048,18,Female,7.147236948873386,80.71842110850315,8.296299839452868,No,Yes,High School,50.24609560020021,85.645558503217,57.051278469519104,F
STU_0049,15,Male,32.32665551239539,73.92382372673153,8.237476975331573,Yes,Yes,Associate,56.03259372916445,40.950284256692456,68.76991250340507,D
STU_0050,18,Male,21.093014831926205,74.86957179625321,7.736137245698785,Yes,Yes,Associate,70.54680311125132,73.46860754412606,61.66113301555707,D
STU_0051,20,Male,7.035732842691653,60.05414502861873,9.940653076521194,Yes,Yes,Bachelor,48.8472350455681,62.767682835607886,51.263488203448055,F
STU_0052,16,Female,39.82032110094185,71.99202110260944,5.871276614582351,No,Yes,Master,76.69934053876085,70.39299999451283,85.95779519513161,B
STU_0053,16,Female,7.022319634872832,85.85834966551722,6.039831182759489,No,Yes,High School,73.94483839306875,73.76981423287617,63.67550800868407,D
STU_0054,15,Non-binary,29.32623301004936,98.96777775265429,4.473636417679334,Yes,Yes,Associate,82.88213898293546,58.80206166743669,75.9274611605345,C
STU_0055,16,Male,39.428762384219475,93.88243307935598,6.656788819262425,No,Yes,Associate,96.26227692276206,57.706531611057116,70.1412285656952,C
STU_0056,19,Female,13.371303647557397,60.94379858582116,5.566291157409088,No,Yes,High School,94.73527366606933,84.00411096009435,63.1568897558138,D
STU_0057,16,Female,9.978727904051865,95.94242418699358,6.060320213065865,Yes,Yes,Bachelor,96.76453708412987,92.27661928726943,70.5788438800214,C
STU_0058,18,Male,9.248472879785012,91.32793653194504,9.007430741533767,Yes,Yes,Bachelor,54.682935821422056,51.55489794751168,46.713723824463294,F
STU_0059,18,Male,15.614630164865844,91.21504494283921,9.612907081164973,No,Yes,High School,47.89391839836128,45.85712563210894,53.90111800425749,F
STU_0060,18,Female,8.536603385372635,78.31983036014286,5.1143984320311136,No,Yes,Associate,58.136602029786914,93.86774838352156,59.75924630446573,F
STU_0061,18,Female,29.225646959294618,75.92021171818011,6.2350535893207955,No,Yes,High School,93.70511036597887,60.99372781884392,70.01935793313083,C
STU_0062,19,Female,7.180212934552195,72.11662915332771,9.571783372692364,Yes,Yes,Bachelor,98.3232084774093,73.07904343976885,56.10283951775311,F
STU_0063,17,Male,22.82977448524264,62.62779435817463,4.370850764135335,Yes,Yes,High School,91.55949706422857,61.57258867120021,62.85400082234654,D
STU_0064,20,Female,39.88438988485419,69.12941453974797,4.554163168668271,Yes,No,PhD,46.60106326765262,47.54814018076308,72.93132608859932,C
STU_0065,15,Male,33.48895943271066,69.86414539912099,4.976745935237377,Yes,Yes,Bachelor,96.8456798835876,75.35989869686368,77.76152896699632,C
STU_0066,18,Male,26.53268033808538,79.36308278840806,7.5712770047612485,No,Yes,Associate,65.40148164104716,71.50845110617777,67.73026493914205,D
STU_0067,16,Male,15.71887672753141,89.89777626386775,4.902833626035985,Yes,Yes,Bachelor,40.55861744574122,52.17961355147183,51.250832277895675,F
STU_0068,18,Female,26.836354270207348,78.95239313591787,9.8084582887044,Yes,Yes,Master,66.54362444489162,67.11214267913667,71.0550795916055,C
STU_0069,16,Female,23.44645123690781,62.313777977886424,6.680287163551122,No,Yes,Bachelor,42.764150180528056,87.81685024093875,67.22672657428805,D
STU_0070,20,Female,19.912918436163004,98.31159203952816,7.0091077621009985,No,Yes,High School,72.63267526966706,75.42556618647347,56.52792944868754,F
STU_0071,20,Male,9.574863185906981,97.70897276376449,5.4799516948324385,No,Yes,Associate,60.31324164622308,45.81503962401969,57.63827822777169,F
STU_0072,20,Female,36.03114753341633,91.40758172593634,6.825761514608401,Yes,Yes,Master,68.40609601564293,72.8812898337481,88.0323233197213,B
STU_0073,16,Male,20.742462708746288,99.65311606256881,7.971481795822069,No,Yes,Bachelor,76.79022164458702,82.16429795737521,70.24387127339509,C
STU_0074,18,Female,11.811787913726778,81.77929331201051,8.507062821724256,No,Yes,Bachelor,92.12806574906921,87.56220434684508,65.04748282789036,D
STU_0075,20,Male,17.871577280705136,98.51073401012825,8.523208496259478,Yes,Yes,Master,79.71409458831572,77.747054718056,70.12149815674309,C
STU_0076,19,Male,19.494541338512448,63.02420162467003,7.46734667616453,Yes,Yes,Master,66.04293210869085,49.159489872447026,51.4021596150076,F
STU_0077,16,Male,33.9638263448406,74.62722993045486,9.426158649963144,No,No,Master,89.1656712202219,82.61039599540965,84.13420315712173,B
STU_0078,16,Male,30.676503319649072,69.01525072027063,8.904447083836656,Yes,Yes,High School,94.33492825438793,80.64051076489099,70.1369400823415,C
STU_0079,18,Female,31.92567127744689,67.8333233653708,8.542288688191753,No,Yes,Bachelor,47.185597985931835,41.465612976437995,53.798083581093394,F
STU_0080,16,Female,5.386094255002653,65.63211795570705,4.333633130082764,No,No,Bachelor,71.91597865316749,64.7048600554146,58.65663403052581,F
STU_0081,16,Male,19.565389936291652,84.89654566263987,4.041267773317896,Yes,Yes,Bachelor,57.07071758454665,59.9770148177424,56.419499710238675,F
STU_0082,20,Female,21.84704530723633,91.2528742298922,5.274683663172838,No,Yes,Bachelor,42.82367187261684,80.1647238552186,73.46715174800926,C
STU_0083,18,Male,5.671729688806984,83.13193597681442,7.981141563480714,Yes,Yes,High School,80.11280170683912,52.968148738655245,54.56988040288321,F
STU_0084,20,Female,14.093462306076198,65.87850838352838,6.467184933295275,Yes,No,Bachelor,91.76624664755354,75.45231537845551,55.6884037763689,F
STU_0085,20,Female,31.610143809274724,92.44495079733883,6.41443755579587,Yes,Yes,Bachelor,49.77415926864364,94.79235770885035,83.76578315888868,B
STU_0086,18,Female,9.798839700514968,85.43818828654913,9.307521329377682,No,Yes,High School,88.74481945743403,87.86814233251647,67.95783751297353,D
STU_0087,15,Male,23.735854600840707,75.52662824507982,9.373377088791033,Yes,Yes,Associate,91.2037440122165,95.28746417299183,77.45686937273865,C
STU_0088,20,Female,12.532065520603313,86.96521182144252,9.455051584321515,Yes,No,High School,94.86042655998901,98.71035801596139,76.60206968738723,C
STU_0089,19,Female,5.424227112536265,70.39619916971331,5.883268459090164,No,Yes,Associate,55.917105345163144,40.640207620369765,43.89606095132238,F
STU_0090,19,Male,13.442051015983951,73.80768833976842,8.14633487643557,No,Yes,High School,94.23718391139336,77.36447658264865,70.43781479688802,C
STU_0091,16,Male,39.155581421851885,96.69943372527962,5.629799087646218,No,No,Associate,59.239765284185935,64.77036386553439,85.87689926568237,B
STU_0092,19,Female,33.053798915904636,71.62018022685682,5.143658998446699,No,Yes,Bachelor,73.14028080733017,91.5912694201073,83.26050178368985,B
STU_0093,16,Female,38.585182551236166,78.79953072631747,5.107794744084215,Yes,Yes,Bachelor,43.030448249936924,55.108882120547904,62.95937690091057,D
STU_0094,15,Female,22.074891537422687,95.60564549584058,6.052645725181565,Yes,Yes,Bachelor,42.632865302124614,98.86176934690457,71.49417432847548,C
STU_0095,18,Female,8.840766953712622,88.3088540107011,6.5797457186789305,Yes,Yes,Master,83.22239276393218,76.82247817262484,78.69880969834169,C
STU_0096,18,Female,24.178582114079255,62.488129046588114,8.985695026330411,No,No,High School,66.66879867866746,87.61224413372986,73.87145067263816,C
STU_0097,18,Male,20.90320670959863,65.89212177115881,4.719346560836272,No,Yes,High School,55.37754252215305,45.135973169366096,65.31856634572866,D
STU_0098,19,Male,34.55249789588656,60.313663630876675,8.409555084369366,Yes,Yes,Master,51.424809761494615,51.0074730855319,70.54148043704467,C
STU_0099,15,Male,8.432890327448561,85.23687160916654,7.188729485135832,No,Yes,High School,80.19720945155308,85.50422038205218,66.27176043012474,D
STU_0100,19,Female,22.088439795762238,77.90693701641673,5.727672056055955,No,Yes,PhD,40.02409264152039,41.319191322359416,54.055328524022514,F
STU_0101,19,Male,10.25170326428945,65.37099403609102,6.956917507196947,Yes,No,Master,88.35347015181125,89.01267915362698,64.9545738325014,D
STU_0102,15,Female,16.3636574411521,98.31736484227082,5.799652418662136,Yes,Yes,Bachelor,44.75497636779573,40.836941121514684,44.44927058009929,F
STU_0103,15,Female,30.80749770857299,81.18638895782479,7.576491731429836,No,Yes,PhD,51.489376894487165,79.4271303436764,73.55915181733617,C
STU_0104,15,Female,21.66063452790683,69.67573176451558,6.603063537131465,No,Yes,High School,63.174183717945375,61.905635213908354,67.44052231930581,D
STU_0105,15,Male,18.156089980101925,80.0241428461883,4.986433174473272,No,No,Associate,69.09152438296621,76.68969116315195,63.44890830574691,D
STU_0106,18,Female,18.806669749951237,87.18481330940432,4.6994984473341805,Yes,Yes,Bachelor,61.29970694883651,81.76188441934681,70.39023668522469,C
STU_0107,17,Male,21.080636894209533,63.04956871894258,7.280174092432781,Yes,Yes,Associate,59.242729899057636,60.548513151178255,62.69144656907665,D
STU_0108,17,Female,32.47557903429699,70.98815260191569,9.414478199716621,Yes,Yes,Master,97.83496072439131,46.47774688665013,67.5162288104168,D
STU_0109,15,Male,36.2229641129082,92.27861963535975,6.0637461193461135,Yes,Yes,High School,78.49478087460366,44.17875206489594,72.31901448442429,C
STU_0110,17,Male,38.43671402763749,78.38659481610645,8.398000643335738,Yes,Yes,Bachelor,41.40597732204329,75.33616135375287,70.29734090209814,C
STU_0111,17,Female,32.54161851893533,81.86308568129179,7.951968129638602,No,Yes,Bachelor,65.81055450665879,71.23932122404669,71.20191026055858,C
STU_0112,15,Male,16.039241351180443,77.31264008837877,9.589329485856886,No,Yes,Bachelor,92.50052198463821,84.53206054726795,64.9136551739038,D
STU_0113,17,Male,29.084714713028976,61.755997705720205,8.925886103794845,No,Yes,High School,58.08737118464008,70.58413060023622,62.45520668602452,D
STU_0114,19,Female,20.316109341938716,66.62999119280624,7.399631553432778,Yes,Yes,Associate,45.6733806864633,65.34674740185275,64.39905900685297,D
STU_0115,16,Female,13.91347177161179,77.82166554967563,7.942182989404644,Yes,No,Master,85.50308629539506,63.885230694173856,57.688238260523676,F
STU_0116,16,Female,34.430505279907294,68.36741861631711,9.39031879950421,Yes,Yes,High School,76.36082991616487,41.58681415586005,67.87686900848833,D
STU_0117,15,Female,6.344922213681375,61.99916114638715,6.397112707521609,No,No,Master,74.21875046959023,60.13343210179943,47.527959845641554,F
STU_0118,18,Female,36.56166972473982,93.74598656207294,5.960768235146665,Yes,Yes,Bachelor,43.21459357644448,98.56120945146965,90.27606084188395,A
STU_0119,15,Male,21.151711261865696,99.24770116656464,4.064866501811178,Yes,Yes,Bachelor,48.42994058773104,92.41333457362532,79.6791236523641,C
STU_0120,18,Male,27.302051688289815,91.72571495986958,8.959306445148785,No,No,Bachelor,77.35296377278684,59.762684022053065,76.54142963005928,C
STU_0121,16,Male,28.077387277202394,94.15139686818668,8.80588420242019,Yes,Yes,High School,52.46943048753015,75.26772430398233,74.49319598575363,C
STU_0122,15,Female,36.32912092472877,69.67908521268181,4.6267271086009085,No,Yes,Bachelor,70.24420478490546,90.83780473212963,81.32754242849842,B
STU_0123,20,Female,27.283438875852255,98.42507902052799,7.461144286796202,Yes,No,Master,72.69290116176361,66.47646020500412,68.6697397338925,D
STU_0124,19,Male,26.487675466602163,67.87702817813714,6.783890189001324,Yes,Yes,Associate,57.01043141625637,41.077471825009056,66.88413447194402,D
STU_0125,17,Male,7.332821419624149,98.05719241447329,4.712254573054668,No,Yes,PhD,96.90550933248957,44.4706277091184,54.034979638083435,F
STU_0126,18,Female,23.144280768082144,99.79277175863804,9.883409362364342,No,Yes,Associate,90.54784641013451,70.6235632809224,79.93163492925704,C
STU_0127,20,Male,10.255915028596458,88.46891222984195,5.288175324780132,No,Yes,High School,83.3424104579679,98.1663625405527,76.80193743429211,C
STU_0128,17,Female,30.810181905251994,99.24574927167288,4.403405080543367,No,Yes,Associate,44.679631984564544,81.59257253313206,73.59408195559946,C
STU_0129,17,Female,22.927767228443606,82.78159118268414,7.5690842770114575,No,Yes,PhD,46.36780115854117,44.254971486314176,61.49225797205183,D
STU_0130,15,Female,28.807972272292368,70.38167132704362,8.433200062798196,No,Yes,Associate,69.56688075189734,51.36165254751177,68.82525140095528,D
STU_0131,17,Male,6.458551521083449,77.47983542662483,4.194660676283122,Yes,Yes,Master,49.64280095145914,86.27938859301099,64.7920766712415,D
STU_0132,19,Female,7.967720561603112,83.74243741515144,7.952305832362133,Yes,Yes,Master,98.69592781176844,90.48638559737469,67.26264681366517,D
STU_0133,20,Female,30.07131858219388,62.9232624810806,7.193751255708727,No,Yes,Associate,49.511214041644564,77.06167517131544,61.7295667061865,D
STU_0134,17,Female,7.522951759953568,84.89373058468985,4.61959005325029,Yes,Yes,High School,69.24807012783845,78.66539017778899,57.542742238584985,F
STU_0135,15,Female,7.49398547178405,99.24711347049178,5.035143261678172,No,Yes,Bachelor,61.84726341049033,41.70024702300308,51.39370629960705,F
STU_0136,19,Female,5.423796633221061,67.60430599134911,7.407845783896483,Yes,Yes,Associate,78.36318528724587,89.71181557489051,60.46595403852722,D
STU_0137,16,Female,38.4775489404818,91.70380465153534,5.77814568107973,No,Yes,Bachelor,47.742184533365496,87.29651249024977,80.96912380804369,B
STU_0138,20,Male,30.812792581065242,96.31595175118477,9.629894371907897,Yes,Yes,Associate,65.81898568254346,55.54210864620083,62.653227221518605,D
STU_0139,17,Female,17.363799297572246,97.74806371280883,8.912441376904304,Yes,Yes,Associate,56.482301968428615,82.52060319793043,70.97751854945133,C
STU_0140,15,Female,15.378745345067934,98.40542417621789,9.90140323908198,Yes,No,Bachelor,93.26509148030128,52.891276385499886,75.59726745116575,C
STU_0141,16,Male,17.239613041104732,80.85838554885888,5.558025033702484,Yes,Yes,Associate,42.43514272808171,42.41980966309078,52.63561452575892,F
STU_0142,16,Female,32.11287359134137,99.09231631966014,9.818341796787863,Yes,Yes,Associate,94.82364964038756,52.06819255542264,81.53398374740993,B
STU_0143,18,Female,28.147971387464505,90.29240828537755,6.587403218749348,No,Yes,Associate,89.97964831318002,50.71773260525797,75.24293617266281,C
STU_0144,19,Female,11.481844875361379,66.46685744947848,6.085112771882528,No,Yes,Associate,57.854242986448924,60.26487980409084,53.54030103434576,F
STU_0145,17,Male,11.093826736692952,79.0760042587188,4.3020971618161195,No,No,Bachelor,87.35743928062628,65.10696983052749,65.79747954388745,D
STU_0146,15,Male,8.443847739968906,88.73324701488016,4.316591547157616,Yes,No,Master,41.872813620324855,70.51233348986247,55.58466638490475,F
STU_0147,18,Non-binary,28.110595189546835,69.89361263276334,8.152067535679928,No,Yes,Associate,98.01193301760361,68.60523253049969,73.68223943311703,C
STU_0148,19,Female,31.75304317776076,85.6246073419555,6.747573966604167,Yes,Yes,Bachelor,71.59569655538736,56.24047635791736,68.15104152012057,D
STU_0149,18,Male,14.27662499137514,86.66401916186477,5.3591297562166345,Yes,No,Bachelor,58.19686156392672,41.750240114444466,50.95984864661962,F
STU_0150,20,Female,5.733073636081948,66.50798975234264,7.683821837951395,Yes,No,High School,61.754992755680625,76.30609733422904,54.41487841118815,F
STU_0151,19,Female,7.876008361674957,82.60341249811026,5.517148709500667,No,Yes,High School,43.98432120762984,63.744689790841264,48.76754514404175,F
STU_0152,19,Female,38.87510121957607,90.8650764391443,7.465790526066535,Yes,Yes,Master,99.36097084252235,57.92032944325298,86.14932761964843,B
STU_0153,17,Female,15.34056721170971,79.95582658143768,6.155252481896142,No,Yes,Bachelor,42.35751670904155,92.01646256983074,65.76878350632943,D
STU_0154,19,Male,31.922810174334675,60.4841246710443,8.941313359670914,No,No,Bachelor,79.29442738887154,84.80459846788959,81.50509473945196,B
STU_0155,18,Male,26.86322490989923,60.36153876317169,8.924176964600676,Yes,Yes,Bachelor,66.56415566238749,91.46593290234654,79.38631228243511,C
STU_0156,19,Male,18.367887387851354,74.28117375880049,6.864102388734408,Yes,Yes,High School,96.9349730913229,69.69896768274765,69.31887230813179,D
STU_0157,17,Female,12.19905417684443,97.04776273727128,6.104914656010093,No,Yes,Bachelor,54.75998441840771,47.85587512760665,47.328719776312816,F
STU_0158,17,Male,9.248524635579225,69.14707118414435,6.175358779354568,No,Yes,Bachelor,71.92520943628068,81.77328616727635,57.95731496685638,F
STU_0159,20,Male,26.52545388136033,85.37454755486749,8.834287154009306,No,Yes,Bachelor,68.94137251496518,52.36442679623052,66.68691530088893,D
STU_0160,18,Male,32.11218232232258,68.88303482773283,5.969076896785672,No,No,Associate,82.17198664300608,66.47378014550301,65.0584312986552,D
STU_0161,16,Female,27.536648873939573,72.86679958638194,5.254356242241077,No,Yes,High School,44.08061391714523,43.90004733693331,64.15530615775252,D
STU_0162,16,Female,23.56057466372054,93.92168358405937,4.508130051251841,No,Yes,High School,51.62734780140129,89.51850414537896,74.34767808104856,C
STU_0163,19,Male,6.468292820107269,89.15445769079787,6.80015872530645,Yes,Yes,PhD,52.87388920557099,47.55643846285003,49.430584706110665,F
STU_0164,20,Male,38.89710721580343,63.81597109252843,6.892792593519051,No,Yes,Associate,84.28904529050138,94.18585042295858,93.87722112797744,A
STU_0165,15,Female,32.95499670791011,77.14808083945735,9.045452262417443,No,Yes,Associate,51.348321779604404,91.85383613569343,74.82096474474123,C
STU_0166,19,Male,15.248771284533765,61.16679054581058,5.327432178676384,No,Yes,High School,74.40950583345861,67.87496586635476,61.78453715358074,D
STU_0167,20,Male,39.298961527559776,79.23560586412036,6.2859476420104,No,Yes,High School,52.91462923005722,84.66209225823944,80.75357522646752,B
STU_0168,18,Male,26.065855637271273,86.49736046804273,8.850434433362146,Yes,Yes,Bachelor,91.69749700503871,77.1667044290892,77.4179402162169,C
STU_0169,18,Male,25.384793037253626,64.74010494392606,8.94174166449384,Yes,Yes,Bachelor,96.53112726937832,88.1845385402647,73.8872408436586,C
STU_0170,18,Male,31.182561280033624,71.55539755636663,6.307666455872609,No,Yes,Bachelor,71.10957849653443,65.90830604715472,80.02042405318447,B
STU_0171,18,Female,33.41194258315481,75.91346502008628,6.754744139720085,No,No,High School,61.1385330525507,87.14850905466099,76.73640906791394,C
STU_0172,18,Male,27.976751256602594,96.78124098624198,5.819715345095697,No,No,Bachelor,54.04346650104995,67.74740902390889,74.96904888156149,C
STU_0173,20,Female,9.483351122817002,99.73020061691855,9.595329270515872,Yes,Yes,High School,42.986860091382624,96.45794727056763,55.21827272758358,F
STU_0174,20,Male,16.839362709807446,61.79645195982464,4.711862594449482,Yes,Yes,High School,56.11000457184972,69.18232604950886,62.865453801992054,D
STU_0175,17,Female,37.482927411411744,90.44031693981569,9.60249653800882,Yes,No,Associate,79.25414679671908,67.75715631602377,87.63929098045818,B
STU_0176,16,Female,12.861546414534818,74.86896265609373,8.103198711012059,Yes,Yes,High School,72.01701587855266,87.10431169381076,65.64181957746013,D
STU_0177,18,Male,18.025845834312967,75.6983274491792,7.189432916120387,Yes,Yes,High School,96.64247669685565,89.29466150565028,73.64123132594716,C
STU_0178,15,Female,20.12269090304686,90.17059893388091,4.195954364706975,Yes,No,Bachelor,63.776635749502034,73.26934685927024,69.86226919981064,D
STU_0179,20,Male,20.379174639305827,96.73705728581635,6.8535771509320496,No,Yes,Bachelor,81.63180053970368,50.78786880970452,77.63846649189618,C
STU_0180,15,Non-binary,26.452885387308392,98.03714378010193,6.446488630016393,Yes,Yes,Master,69.35936484850728,68.06549385745477,64.92243042892215,D
STU_0181,15,Male,38.00765432106476,83.08490344153283,4.967312871850735,Yes,No,Associate,70.7545729554527,98.0843501745807,92.60907801044053,A
STU_0182,15,Male,13.424244914137674,74.28484637202011,7.938457621003941,No,Yes,High School,56.066458876247054,85.1791715823511,57.13410969919251,F
STU_0183,17,Male,9.252548170532133,91.50196343435117,9.826905444209714,Yes,Yes,High School,67.29704661051998,88.66975623274793,65.20054802519905,D
STU_0184,20,Non-binary,11.911467145097806,70.04005533049201,7.3731328663871505,No,Yes,PhD,68.24709982076243,41.969529929154405,47.94248977242725,F
STU_0185,15,Female,36.04237150732443,82.56296115334071,8.288519658663674,Yes,Yes,Bachelor,82.39855130493603,68.0715677580496,78.30396016057477,C
STU_0186,18,Female,27.60337844293221,74.34313846099492,4.4107027153961,No,Yes,Bachelor,96.43839995116683,78.79726801945333,78.44569627520386,C
STU_0187,19,Male,15.006737623370604,86.26524294831505,6.506001974901968,No,Yes,High School,59.759276648950255,89.80196101768448,61.72968971589741,D
STU_0188,15,Female,33.55814286390161,69.61595651574028,4.698150910986975,No,No,Bachelor,42.5320281148779,42.95641921496629,65.63103201917957,D
STU_0189,17,Male,35.14794987272026,67.66371782939304,7.676775013219062,No,Yes,High School,69.77770753003838,91.14633313851238,72.2224298619872,C
STU_0190,20,Female,34.628001854159734,96.72956346701748,9.630892949284927,No,Yes,Bachelor,72.66767992895012,72.9040562045147,84.42048949530944,B
STU_0191,17,Male,37.162428677384405,64.07214731798148,7.970666394829831,Yes,Yes,Master,50.106433067914914,51.838838234563596,64.62650979291381,D
